nama_jobs,type,category,subcategory,client_user_id,register_date,order_date,status_invoice,paid_at,total_paid
"Edit Audio (Enchancer, Podcast, Etc)",gigs,"Video, Fotografi & Audio",Edit Suara,bi*****ch,"June 6, 2024, 4:27 PM","June 6, 2024, 4:30 PM",success,"June 6, 2024, 5:00 PM","202,623"
Paket Jasa Pembuatan Tagline Bisnis,gigs,Penulisan & Penerjemahan,"Penulisan, Penerjemahan, Entri Data Lainnya",My**********ia,"June 6, 2024, 7:17 PM","June 6, 2024, 7:24 PM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Logo & stationery Untuk Perusahan Otomotif Sparepart.,contest,Desain Grafis & Branding,Desain Logo,vi***********ji,"January 10, 2017, 10:48 PM","June 6, 2024, 7:29 PM",success,"June 6, 2024, 7:30 PM","5,442,810"
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,Ra******89,"June 6, 2024, 8:49 PM","June 6, 2024, 8:51 PM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Logo untuk Bright Future Inc.,contest,Desain Grafis & Branding,Desain Logo,le****************us,"June 6, 2024, 5:29 PM","June 6, 2024, 9:32 PM",success,"June 6, 2024, 9:36 PM","2,666,741"
"Konfirgurasi Mikrotik, Network, Server, dan lain-lain",gigs,Web & Pemrograman,Setting Mikrotik,za********11,"June 6, 2024, 10:51 PM","June 7, 2024, 12:00 AM",success,"June 7, 2024, 8:33 AM","102,076"
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,bp****ra,"June 6, 2024, 6:07 PM","June 7, 2024, 9:46 AM",success,"June 7, 2024, 9:48 AM","100,229"
Kontes Redesain Logo untuk Tour Travel Hobiholidays,contest,Desain Grafis & Branding,Desain Logo,mi******bi,"November 18, 2016, 9:39 AM","June 7, 2024, 10:16 AM",success,"June 7, 2024, 10:19 AM","4,487,808"
Jasa SEO Backlink Wiki Artikel Premium High DA PA + Boost Ranking Google,gigs,Pemasaran & Periklanan,Backlink PBN,ch******19,"July 10, 2021, 5:46 AM","June 7, 2024, 10:22 AM",success,"June 7, 2024, 10:25 AM","302,702"
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,li*******07,"June 7, 2024, 11:27 AM","June 7, 2024, 11:28 AM",,"January 2, 1900, 12:00 AM",0
Jasa Konsultasi Digital Marketing & Pembuatan Akun Iklan di Meta (Facebook & Instagram) - Premium,gigs,Pemasaran & Periklanan,Digital Marketing,im****__,"June 24, 2016, 2:45 PM","June 7, 2024, 1:51 PM",success,"June 7, 2024, 1:55 PM","253,270"
Pembuatan Sales Page Konversi Maksimal,gigs,Penulisan & Penerjemahan,Copywriting,im****__,"June 24, 2016, 2:45 PM","June 7, 2024, 2:02 PM",success,"June 7, 2024, 2:03 PM","114,765"
Desain Logo (1-4 Pilihan Desain) - Basic,gigs,Desain Grafis & Branding,Desain Logo,an*************to,"February 21, 2022, 9:46 AM","June 7, 2024, 3:22 PM",,"January 2, 1900, 12:00 AM",0
Desain Logo (1-4 Pilihan Desain) - Basic,gigs,Desain Grafis & Branding,Desain Logo,an*************to,"February 21, 2022, 9:46 AM","June 7, 2024, 4:37 PM",,"January 2, 1900, 12:00 AM",0
Data Scrapping dari Nomor Kontak Google Maps berdasarkan Kata Kunci,gigs,Web & Pemrograman,Data Scraping,th*************id,"May 21, 2024, 8:39 AM","June 7, 2024, 4:38 PM",success,"June 7, 2024, 4:39 PM","101,412"
(Package - MIDDLE) Graphic Designer,package,Desain Grafis & Branding,Graphic Designer,pt*****02,"April 16, 2021, 5:05 PM","June 7, 2024, 4:54 PM",success,"June 13, 2024, 3:57 PM","3,166,172"
(Package - MIDDLE) Graphic Designer,package,Desain Grafis & Branding,Graphic Designer,pt*****02,"April 16, 2021, 5:05 PM","June 7, 2024, 4:55 PM",success,"June 13, 2024, 3:58 PM","3,166,481"
(Package - PREMIUM) Social Media Marketing - Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,sy******21,"September 4, 2023, 2:10 PM","June 7, 2024, 5:00 PM",success,"June 7, 2024, 5:06 PM","3,429,908"
(Package - PREMIUM) Social Media Marketing - Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,sy******21,"September 4, 2023, 2:10 PM","June 7, 2024, 5:00 PM",success,"June 7, 2024, 5:07 PM","3,430,380"
(Package - PREMIUM) Social Media Marketing - Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,sy******21,"September 4, 2023, 2:10 PM","June 7, 2024, 5:01 PM",success,"June 7, 2024, 5:07 PM","3,430,332"
ENTRY DATA SPREADSHEET,gigs_custom_offer,,,dt*****90,"October 4, 2021, 1:19 PM","June 7, 2024, 5:17 PM",success,"June 11, 2024, 4:12 PM","1,156,718"
Jasa Editing Desain untuk Feed Instagram,gigs,Desain Grafis & Branding,Desain Feed Instagram,fr********yu,"May 16, 2024, 6:35 PM","June 7, 2024, 6:50 PM",success,"June 12, 2024, 4:19 PM","100,662"
Penulisan Social Media Content Calendar dan Caption,gigs,Penulisan & Penerjemahan,Penulisan Social Media,Ju****pF,"June 7, 2024, 7:09 PM","June 7, 2024, 7:12 PM",,"January 2, 1900, 12:00 AM",0
Desain Sosial Media yang Menarik untuk Bisnismu!,gigs,Desain Grafis & Branding,Desain Feed Instagram,te********sa,"October 9, 2016, 8:36 PM","June 7, 2024, 9:02 PM",success,"June 7, 2024, 9:06 PM","526,534"
Data Mining | Data Scraping | Data Processing | Data Analyst | Data Visualization | Web Data,gigs,Web & Pemrograman,Data Scraping,It********ta,"June 7, 2024, 10:01 PM","June 7, 2024, 10:01 PM",success,"June 7, 2024, 10:03 PM","253,730"
(1 HARI SELESAI) Jasa Translate Penerjemahan EN-ID & ID-EN,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Inggris,jo******53,"February 9, 2024, 1:24 PM","June 7, 2024, 10:30 PM",success,"June 7, 2024, 10:32 PM","101,942"
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Ly****07,"June 7, 2024, 11:09 PM","June 7, 2024, 11:10 PM",success,"June 7, 2024, 11:18 PM","100,600"
"(Package - BASIC) Penulisan Naskah Konten Iklan, Video, Film Pendek (500-1500 Kata)",package,Penulisan & Penerjemahan,Penulisan Naskah,Au******27,"June 8, 2024, 1:04 AM","June 8, 2024, 1:07 AM",,"January 2, 1900, 12:00 AM",0
Jasa Setup Digital Marketing dan Optimasi Pixel & Conversion API pada Iklan Platform IG / FB / Tiktok / Google / Marketplace - (1 Hari Jadi),gigs,Pemasaran & Periklanan,Digital Marketing,de***********on,"May 16, 2024, 10:08 AM","June 8, 2024, 3:31 AM",,"January 2, 1900, 12:00 AM",0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Su******ni,"June 8, 2024, 7:58 AM","June 8, 2024, 8:00 AM",success,"June 8, 2024, 8:05 AM","100,241"
2000 Follower TikTok Garansi,gigs,Pemasaran & Periklanan,Followers TikTok,Sm*********kz,"June 8, 2024, 9:59 AM","June 8, 2024, 10:05 AM",,"January 2, 1900, 12:00 AM",0
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Sm*********kz,"June 8, 2024, 9:59 AM","June 8, 2024, 10:28 AM",success,"June 8, 2024, 10:36 AM","100,989"
"(Package - BASIC) Penulisan Naskah Konten Iklan, Video, Film Pendek (500-1500 Kata)",package,Penulisan & Penerjemahan,Penulisan Naskah,am*******21,"June 8, 2024, 11:24 AM","June 8, 2024, 11:32 AM",,"January 2, 1900, 12:00 AM",0
Analisis Data Statistik,gigs,Konsultasi,Olah Data SPSS,So*************ch,"June 8, 2024, 12:09 PM","June 8, 2024, 12:10 PM",,"January 2, 1900, 12:00 AM",0
"(Dijamin Original) Jasa Desain logo Original, Bukan template.",gigs,Desain Grafis & Branding,Desain Logo,di*******25,"September 16, 2014, 9:00 PM","June 8, 2024, 12:16 PM",success,"June 8, 2024, 12:23 PM","657,594"
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Fa****ng,"June 8, 2024, 12:16 PM","June 8, 2024, 12:19 PM",success,"June 8, 2024, 1:01 PM","100,346"
(Package - PREMIUM) Desain Kemasan untuk Box/Pouch/Sachet/Botol (1-3 Varian),package,Desain Grafis & Branding,Desain Kemasan,vi********ci,"October 21, 2015, 3:34 PM","June 8, 2024, 3:56 PM",success,"June 8, 2024, 3:57 PM","1,425,453"
Jasa Like & Followers Tiktok Permanen,gigs,Pemasaran & Periklanan,Like TikTok,mi********13,"June 8, 2024, 5:08 PM","June 8, 2024, 5:10 PM",,"January 2, 1900, 12:00 AM",0
Desain Logo Profesional untuk Startup Company,gigs,Desain Grafis & Branding,Desain Logo,pe****15,"November 1, 2013, 1:05 PM","June 8, 2024, 5:10 PM",success,"June 8, 2024, 5:12 PM","565,584"
Jasa Tambah Followers TikTok 100% Aman Bergaransi Seumur Hidup,gigs,Pemasaran & Periklanan,Followers TikTok,mi********13,"June 8, 2024, 5:08 PM","June 8, 2024, 5:54 PM",,"January 2, 1900, 12:00 AM",0
Social Media Management Costum (@coccofresh.id),gigs,Pemasaran & Periklanan,Social Media Marketing,no*****08,"June 8, 2024, 7:10 PM","June 8, 2024, 7:13 PM",,"January 2, 1900, 12:00 AM",0
Kontes logo,contest,Desain Grafis & Branding,Desain Logo,Rf*********va,"June 8, 2024, 9:14 PM","June 8, 2024, 9:19 PM",,"January 2, 1900, 12:00 AM",0
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Bo****12,"June 9, 2024, 1:05 AM","June 9, 2024, 1:07 AM",,"January 2, 1900, 12:00 AM",0
"Jasa Edit Foto : Ganti / Hapus Background, Koreksi Warna, Dan Lainnya",gigs,"Video, Fotografi & Audio",Edit Foto,Fe*****21,"June 5, 2024, 12:07 PM","June 9, 2024, 9:27 AM",success,"June 9, 2024, 9:28 AM","131,920"
Desain logo makanan ringan,contest,Desain Grafis & Branding,Desain Label,Ta****ss,"June 9, 2024, 11:10 AM","June 9, 2024, 11:17 AM",,"January 2, 1900, 12:00 AM",0
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,kh********ri,"June 9, 2024, 11:40 AM","June 9, 2024, 11:43 AM",success,"June 9, 2024, 11:45 AM","100,681"
Tools Import Export with macro VBA,gigs_custom_offer,,,ad******fa,"June 8, 2024, 11:28 PM","June 9, 2024, 12:10 PM",success,"June 9, 2024, 1:32 PM","354,101"
Desain Logo Profesional,gigs,Desain Grafis & Branding,Desain Logo,su******am,"May 31, 2024, 3:33 PM","June 9, 2024, 1:39 PM",success,"June 9, 2024, 1:46 PM","152,208"
Tambah Followers Instagram,gigs,Pemasaran & Periklanan,Followers Instagram,em****ha,"June 9, 2024, 5:23 PM","June 9, 2024, 5:26 PM",success,"June 9, 2024, 5:30 PM","100,287"
Jasa Booster Tambah Penonton Live Streaming Tiktok,gigs,Pemasaran & Periklanan,TikTok Live Marketing,La******22,"June 9, 2024, 8:03 PM","June 9, 2024, 8:08 PM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Logo unutk ExoFarm,contest,Desain Grafis & Branding,Desain Logo,da********to,"January 11, 2022, 8:03 PM","June 9, 2024, 8:40 PM",success,"June 9, 2024, 8:42 PM","2,999,328"
Jasa Review Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,an*****aa,"June 9, 2024, 10:35 PM","June 9, 2024, 10:45 PM",,"January 2, 1900, 12:00 AM",0
Review Ulasan dan Tambah Download Google Playstore Permanen,gigs,Pemasaran & Periklanan,Tambah Review,RI****OX,"June 10, 2024, 3:45 AM","June 10, 2024, 3:46 AM",,"January 2, 1900, 12:00 AM",0
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,Ra***********24,"June 10, 2024, 4:48 AM","June 10, 2024, 4:50 AM",success,"June 10, 2024, 4:56 AM","100,247"
(Package - BASIC) Review Google Maps (30-100 Review),package,Pemasaran & Periklanan,Review Google Maps,Lu****yy,"June 10, 2024, 6:42 AM","June 10, 2024, 6:49 AM",,"January 2, 1900, 12:00 AM",0
"(CEPAT & BERKUALITAS) Pengembangan Aplikasi Android dengan Flutter, Kotlin, dan Java",gigs,Web & Pemrograman,Aplikasi Mobile,la*****fa,"June 10, 2024, 7:40 AM","June 10, 2024, 7:41 AM",,"January 2, 1900, 12:00 AM",0
FOLLOWERS TIKTOK REAL PERMANEN | NON DROP,gigs,Pemasaran & Periklanan,Followers TikTok,An****wp,"June 10, 2024, 7:32 AM","June 10, 2024, 7:42 AM",success,"June 10, 2024, 7:43 AM","100,728"
Jasa Tambah Followers Instagram,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,Ne*******26,"June 10, 2024, 8:03 AM","June 10, 2024, 8:07 AM",success,"June 10, 2024, 10:36 AM","100,544"
Desain Logo Monogram dari Inisial Nama Kamu,gigs,Desain Grafis & Branding,Desain Logo,pr*****an,"June 4, 2024, 9:03 AM","June 10, 2024, 8:29 AM",success,"June 10, 2024, 8:30 AM","202,875"
Pembuatan Desain Ucapan Dirgahayu HUT 21 Teluk Bintuni dari Peristelbin,gigs_custom_offer,,,ni***ay,"January 27, 2020, 11:39 AM","June 10, 2024, 9:43 AM",success,"June 21, 2024, 12:58 PM","505,675"
Desain Company Profile Perusahaan - Basic,gigs,Desain Grafis & Branding,Desain Company Profile,Fu****qq,"June 7, 2024, 10:05 AM","June 10, 2024, 10:46 AM",success,"June 10, 2024, 11:05 AM","253,526"
Desain Logo (1-4 Pilihan Desain),gigs,Desain Grafis & Branding,Desain Logo,sr*****in,"June 10, 2024, 10:59 AM","June 10, 2024, 11:04 AM",success,"June 10, 2024, 12:38 PM","505,709"
(Bonus Free Support) Jasa Pembuatan Website Company Profile Berkualitas Full Responsive,gigs,Web & Pemrograman,Website Profil Perusahaan,vi*****in,"July 15, 2022, 10:12 AM","June 10, 2024, 12:11 PM",,"January 2, 1900, 12:00 AM",0
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,yu****88,"June 6, 2024, 8:51 AM","June 10, 2024, 1:54 PM",success,"June 10, 2024, 1:55 PM","100,947"
Kontes Desain Logo untuk Perusahaan Pelayaran Kapal,contest,Desain Grafis & Branding,Desain Logo,le***********ih,"April 15, 2024, 2:43 PM","June 10, 2024, 2:10 PM",success,"June 12, 2024, 9:38 AM","2,666,601"
Kontes Desain Kemasan untuk Produk CAT,contest,Desain Grafis & Branding,Desain Kemasan,ri**89,"August 13, 2019, 2:13 PM","June 10, 2024, 2:23 PM",success,"June 10, 2024, 2:24 PM","5,443,499"
Jasa Desain Logo Profesional,gigs,Desain Grafis & Branding,Desain Logo,bi********di,"June 10, 2024, 3:21 PM","June 10, 2024, 3:24 PM",success,"June 10, 2024, 7:21 PM","303,769"
Jasa Tambah Followers Instagram,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,ac**************ld,"June 10, 2024, 3:26 PM","June 10, 2024, 3:27 PM",success,"June 12, 2024, 3:51 PM","100,849"
Kontes Desain Logo untuk Mie Instant Berbumbu,contest,Desain Grafis & Branding,Desain Logo,vi********ci,"October 21, 2015, 3:34 PM","June 10, 2024, 3:53 PM",success,"June 10, 2024, 5:11 PM","3,332,010"
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,m.************do,"June 10, 2024, 4:19 PM","June 10, 2024, 4:22 PM",success,"June 10, 2024, 4:51 PM","100,436"
Jasa Ubah (Konversi) Skripsi Menjadi Jurnal - Basic,gigs,Penulisan & Penerjemahan,Publikasi Jurnal,Yu******a1,"June 10, 2024, 3:37 PM","June 10, 2024, 6:21 PM",,"January 2, 1900, 12:00 AM",0
Pendaftaran NIB dan OSS,gigs,Konsultasi,Pembuatan NIB,MZ****nA,"June 11, 2024, 1:31 AM","June 11, 2024, 1:34 AM",,"January 2, 1900, 12:00 AM",0
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,de********13,"June 11, 2024, 5:40 AM","June 11, 2024, 5:44 AM",success,"June 11, 2024, 5:46 AM","290,053"
"(1-3 HARI JADI) Jasa Voice Over Talent Profesional untuk kebutuhan Perusahaan, Youtube dan lainya",gigs,"Video, Fotografi & Audio",Voice Over,Ri*****if,"June 10, 2024, 7:16 PM","June 11, 2024, 6:02 AM",success,"June 11, 2024, 6:05 AM","101,484"
Desain untuk pt,contest,Desain Grafis & Branding,Desain Kartu Nama dan Stationery,Na******an,"June 11, 2024, 7:58 AM","June 11, 2024, 8:13 AM",,"January 2, 1900, 12:00 AM",0
(Package - PREMIUM) Desain Kemasan untuk Box/Pouch/Sachet/Botol (1-3 Varian),package,Desain Grafis & Branding,Desain Kemasan,no***********ma,"June 11, 2024, 9:02 AM","June 11, 2024, 10:28 AM",,"January 2, 1900, 12:00 AM",0
Jasa Desain Kemasan Produk & Desain Packaging,gigs,Desain Grafis & Branding,Desain Kemasan,ag******74,"June 11, 2024, 11:10 AM","June 11, 2024, 11:13 AM",success,"June 11, 2024, 3:46 PM","860,171"
"(Package - BASIC) Pembuatan Akun TikTok untuk Bisnis (3 Konten Video, Upload 5-15 Produk)",package,Pemasaran & Periklanan,Pembuatan Akun TikTok,Br*************12,"June 11, 2024, 11:33 AM","June 11, 2024, 11:45 AM",,"January 2, 1900, 12:00 AM",0
Jasa Review Shopee / Penilaian Shopee,gigs,Pemasaran & Periklanan,Tambah Review,ni*********24,"June 10, 2024, 7:24 PM","June 11, 2024, 11:57 AM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Logo untuk Organisasi Sosial Kemasyarakatan,contest,Desain Grafis & Branding,Desain Logo,pr*****an,"June 4, 2024, 9:03 AM","June 11, 2024, 12:05 PM",success,"June 11, 2024, 12:07 PM","4,266,109"
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,na*****88,"June 11, 2024, 1:40 PM","June 11, 2024, 1:42 PM",success,"June 11, 2024, 1:44 PM","100,513"
Desain Autocad,gigs_custom_offer,,,an********23,"June 11, 2024, 11:35 AM","June 11, 2024, 1:45 PM",success,"June 11, 2024, 1:57 PM","505,817"
Copywriting Landing Page Pemasaran Persuasif,gigs,Penulisan & Penerjemahan,Copywriting,ya******ti,"August 3, 2021, 12:00 PM","June 11, 2024, 2:02 PM",success,"June 12, 2024, 10:33 AM","111,612"
Copywriting Landing Page Pemasaran Persuasif,gigs,Penulisan & Penerjemahan,Copywriting,ya******ti,"August 3, 2021, 12:00 PM","June 11, 2024, 2:16 PM",success,"June 12, 2024, 10:33 AM","111,644"
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,ma******da,"June 11, 2024, 3:25 PM","June 11, 2024, 3:39 PM",success,"June 11, 2024, 4:27 PM","100,297"
"Jasa desain sosial media dan banner untuk feed IG, FB ads dan E-commerce",gigs,Desain Grafis & Branding,Desain Feed Instagram,2D********aa,"June 11, 2024, 3:43 PM","June 11, 2024, 3:44 PM",success,"June 11, 2024, 3:47 PM","101,569"
Sribu Business - Premium Landing Page Development,package,Pemasaran & Periklanan,Sribu Business,de**********es,"June 11, 2024, 3:36 PM","June 11, 2024, 3:51 PM",success,"June 11, 2024, 4:00 PM","5,450,000"
Sribu Business - Ads Management,package,Pemasaran & Periklanan,Sribu Business,jo*******91,"September 5, 2022, 7:17 PM","June 11, 2024, 3:58 PM",success,"June 11, 2024, 3:59 PM","5,994,000"
Desain Label,gigs_custom_offer,,,ir****tj,"June 11, 2024, 3:13 PM","June 11, 2024, 4:38 PM",success,"June 11, 2024, 5:15 PM","506,182"
Revisi design Project Sabun Merah Putih,gigs_custom_offer,,,ay******na,"January 8, 2020, 8:54 AM","June 11, 2024, 4:57 PM",success,"July 10, 2024, 9:56 AM","1,211,433"
Produt sunscreen,contest,Desain Grafis & Branding,Desain Kemasan,tu*****ar,"June 10, 2024, 6:41 PM","June 11, 2024, 5:01 PM",,"January 2, 1900, 12:00 AM",0
Fotografi pernikahan,gigs,"Video, Fotografi & Audio",Fotografi Pernikahan,ma***************ng,"June 11, 2024, 5:03 PM","June 11, 2024, 5:07 PM",,"January 2, 1900, 12:00 AM",0
Fotografi pernikahan,gigs,"Video, Fotografi & Audio",Fotografi Pernikahan,ma***************ng,"June 11, 2024, 5:03 PM","June 11, 2024, 5:08 PM",success,"June 11, 2024, 5:09 PM","506,156"
Joki Solo Leveling,gigs,Gaya Hidup,Joki Game Online,rg********43,"August 14, 2017, 11:32 PM","June 11, 2024, 6:00 PM",success,"June 11, 2024, 6:01 PM","172,109"
Jasa Pembuatan dan Optimasi Google Bisnis,gigs,Pemasaran & Periklanan,Optimasi Google Bisnisku,gr*************io,"June 11, 2024, 8:06 PM","June 11, 2024, 8:08 PM",success,"June 12, 2024, 5:00 PM","304,151"
"Character Craft Studio, Membuat Maskot dan Karakter yang Berkesan",gigs,Desain Grafis & Branding,Desain Maskot/Karakter,gi******78,"July 22, 2023, 2:03 PM","June 11, 2024, 8:58 PM",success,"June 11, 2024, 8:59 PM","2,022,837"
"(Dijamin Original) Jasa Desain logo Original, Bukan template.",gigs,Desain Grafis & Branding,Desain Logo,ar******23,"June 5, 2021, 4:35 PM","June 11, 2024, 9:18 PM",success,"June 12, 2024, 7:25 PM","253,340"
Desain Seragam 1 Hari Jadi,gigs,Desain Grafis & Branding,Desain Baju,gi******78,"July 22, 2023, 2:03 PM","June 11, 2024, 11:12 PM",success,"June 11, 2024, 11:12 PM","1,415,767"
Jasa Press Release Murah Media Nasional Indonesia,gigs,Penulisan & Penerjemahan,Siaran Pers,ti*********en,"June 11, 2024, 11:31 PM","June 11, 2024, 11:33 PM",,"January 2, 1900, 12:00 AM",0
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,ly****23,"March 27, 2024, 11:21 AM","June 12, 2024, 6:41 AM",success,"June 12, 2024, 9:11 AM","289,333"
Logo untuk Lombok Touristic,gigs_custom_offer,,,pe****15,"November 1, 2013, 1:05 PM","June 12, 2024, 9:04 AM",success,"June 12, 2024, 9:36 AM","505,708"
"Pembuatan Laporan Keuangan, Konsultasi Laporan Keuangan",gigs,Konsultasi,Pembuatan Laporan Keuangan,Na******fi,"June 12, 2024, 10:21 AM","June 12, 2024, 10:38 AM",success,"June 12, 2024, 10:39 AM","162,567"
Papercorn - Packaging Design Box - June 2024,gigs_custom_offer,,,cr*****le,"January 22, 2016, 5:19 PM","June 12, 2024, 11:26 AM",success,"June 12, 2024, 4:44 PM","758,844"
2 logo design,gigs_custom_offer,,,jo*******91,"September 5, 2022, 7:17 PM","June 12, 2024, 11:30 AM",,"January 2, 1900, 12:00 AM",0
2 logo design,gigs_custom_offer,,,jo*******91,"September 5, 2022, 7:17 PM","June 12, 2024, 11:35 AM",success,"June 12, 2024, 1:30 PM","2,022,933"
(Package - PREMIUM) Penulisan Profil Perusahaan 1500-5000 Kata (Indonesia),package,Penulisan & Penerjemahan,Penulisan untuk Profil Perusahaan (Bahasa Indonesia),De*********ii,"June 12, 2024, 11:41 AM","June 12, 2024, 11:44 AM",,"January 2, 1900, 12:00 AM",0
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,ve***********10,"June 12, 2024, 12:50 PM","June 12, 2024, 12:51 PM",success,"June 12, 2024, 2:01 PM","100,991"
Desain Interior Kitchen & Living Room,gigs_custom_offer,,,Ge*****67,"June 11, 2024, 11:48 PM","June 12, 2024, 2:24 PM",success,"June 12, 2024, 3:01 PM","859,511"
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Iw********ra,"June 12, 2024, 8:39 PM","June 12, 2024, 8:42 PM",success,"June 13, 2024, 12:35 AM","100,271"
Desain Icon Custom,gigs_custom_offer,,,gh****96,"June 12, 2024, 7:50 PM","June 12, 2024, 9:59 PM",,"January 2, 1900, 12:00 AM",0
Jasa Desain Icon Custom (Kilat),gigs_custom_offer,,,gh****96,"June 12, 2024, 7:50 PM","June 12, 2024, 10:22 PM",success,"June 12, 2024, 10:51 PM","3,336,737"
(Package - BASIC) Voice Over Indonesia (100-300 kata),package,"Video, Fotografi & Audio",Voice Over,ay*********ia,"June 13, 2024, 7:22 AM","June 13, 2024, 7:25 AM",,"January 2, 1900, 12:00 AM",0
Pembuatan Video Konten Media Sosial,gigs,"Video, Fotografi & Audio",Video Social Media,ba********ko,"June 13, 2024, 7:36 AM","June 13, 2024, 7:38 AM",,"January 2, 1900, 12:00 AM",0
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,in**************ch,"November 25, 2021, 3:12 PM","June 13, 2024, 8:54 AM",success,"June 13, 2024, 2:03 PM","289,537"
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,in**************ch,"November 25, 2021, 3:12 PM","June 13, 2024, 8:55 AM",success,"June 13, 2024, 2:03 PM","289,977"
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,in**************ch,"November 25, 2021, 3:12 PM","June 13, 2024, 8:56 AM",success,"June 13, 2024, 2:03 PM","289,937"
(Package - BASIC) Penulisan Profil Perusahaan 1500-5000 Kata (Inggris),package,Penulisan & Penerjemahan,Penulisan untuk Profil Perusahaan (Bahasa Inggris),Ma*******ra,"June 13, 2024, 11:01 AM","June 13, 2024, 11:05 AM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Logo untuk Logo barbershop,contest,Desain Grafis & Branding,Desain Logo,al*********di,"July 30, 2019, 2:31 PM","June 13, 2024, 11:47 AM",success,"June 13, 2024, 12:49 PM","2,666,186"
Jasa Pengetikan Ulang. Akurat & Cepat (Bahasa Indonesia & English),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Su*****di,"June 13, 2024, 12:06 PM","June 13, 2024, 12:10 PM",,"January 2, 1900, 12:00 AM",0
(Package - PLUS) Pembuatan Landing Page di WordPress (3-8 Section),package,Web & Pemrograman,Pembuatan Landing Page,Za******00,"June 13, 2024, 12:08 PM","June 13, 2024, 12:11 PM",,"January 2, 1900, 12:00 AM",0
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,ab****my,"June 13, 2024, 2:13 PM","June 13, 2024, 2:20 PM",success,"June 13, 2024, 2:36 PM","567,857"
Jasa Desain Konten Instagram,gigs_custom_offer,,,fa******ad,"April 24, 2024, 3:44 PM","June 13, 2024, 2:21 PM",,"January 2, 1900, 12:00 AM",0
Sribu Business - Premium Landing Page Development,package,Pemasaran & Periklanan,Sribu Business,yu****en,"June 13, 2024, 2:11 PM","June 13, 2024, 2:46 PM",success,"June 13, 2024, 2:47 PM","5,550,000"
Jasa Desain Kemasan Produk & Desain Packaging,gigs,Desain Grafis & Branding,Desain Kemasan,ju******ul,"December 21, 2020, 4:30 PM","June 13, 2024, 2:49 PM",success,"June 13, 2024, 2:51 PM","859,618"
Jasa Desain Logo Profesional,gigs,Desain Grafis & Branding,Desain Logo,ke****SJ,"June 10, 2024, 8:14 AM","June 13, 2024, 3:01 PM",success,"June 14, 2024, 8:45 AM","505,842"
(Package - PREMIUM) Pembuatan Aplikasi Mobile (Android/iOS),package,Web & Pemrograman,Aplikasi Mobile,si******de,"June 13, 2024, 1:02 PM","June 13, 2024, 3:27 PM",,"January 2, 1900, 12:00 AM",0
