nama_jobs,type,category,subcategory,client_user_id,register_date,order_date,status_invoice,paid_at,total_paid
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,Fi********13,2024-10-05 20:44:00,2024-10-06 14:35:00,,2024-10-06 14:35:00,100106
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,Ay****34,2024-10-06 16:27:00,2024-10-06 16:31:00,,2024-10-06 16:31:00,171870
p,contest,Desain Grafis & Branding,Desain Logo,fr****ck,2024-10-06 17:00:00,2024-10-06 17:05:00,,2024-10-06 17:05:00,2772380
Jasa Subscriber Youtube Permanen,gigs,Pemasaran & Periklanan,Subscribers YouTube,za****jy,2024-10-06 21:24:00,2024-10-07 00:50:00,,2024-10-07 00:50:00,100128
Jasa Virtual Assistant I Social Media Admin I Notulen I Customer Service I Content Planner | Personal Assistant,gigs,Konsultasi,Virtual Assistant,ar******01,2024-10-07 00:53:00,2024-10-07 00:55:00,,2024-10-07 00:56:00,525720
"Hapus Latar Belakang Gambar Untuk Logo, Foto, Atau Crop Dengan Cepat",gigs,"Video, Fotografi & Audio",Edit Foto,Hu********ah,2024-10-07 01:53:00,2024-10-07 02:00:00,,2024-10-07 02:00:00,100089
kontes Desain Banner/Billboard di perusahaan Makanan &Minuman,contest,Desain Grafis & Branding,Desain Banner/Billboard,as******11,2024-10-06 16:30:00,2024-10-07 05:18:00,,2024-10-07 05:18:00,1599452
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,ch********al,2024-10-07 08:48:00,2024-10-07 08:53:00,,2024-10-07 08:54:00,100089
Pembuatan Custom Website Organisasi,gigs_custom_offer,,,hu*********ic,2024-05-31 14:10:00,2024-10-07 09:15:00,,2024-10-18 14:07:00,32352058
desain logo aesthetic,contest,Desain Grafis & Branding,Desain Logo,ad****eh,2024-10-07 09:10:00,2024-10-07 09:23:00,,2024-10-07 10:07:00,3331750
"Penulisan Artikel, Copywriting, Content Blog, Content Website, Description Product, Landing Page",gigs,Penulisan & Penerjemahan,Artikel & Blog Pos,ca*****sa,2024-10-07 09:26:00,2024-10-07 09:32:00,,2024-10-07 09:32:00,99080
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,pa********rk,2024-10-03 11:03:00,2024-10-07 11:29:00,,2024-10-07 11:38:00,289160
Logo Premium by Dodpop8,package,Desain Grafis & Branding,Desain Logo,in******76,2024-10-07 11:34:00,2024-10-07 11:38:00,,2024-10-07 15:03:00,2110621
Desain Logo 1 Hari Selesai,gigs,Desain Grafis & Branding,Desain Logo,pu*****03,2024-10-07 12:56:00,2024-10-07 13:05:00,,2024-10-07 13:05:00,556125
``kontes Desain Baju Perusahaan Minuman,contest,Desain Grafis & Branding,Desain Baju,de*********ni,2024-10-07 13:47:00,2024-10-07 13:52:00,,2024-10-16 10:11:00,2772380
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-10-07 15:44:00,,2024-10-07 15:44:00,151653
KALENDER 2024,gigs_custom_offer,,,he**************no,2022-08-24 11:22:00,2024-10-07 16:29:00,,2024-10-07 16:29:00,2022091
Jasa Desain Poster Event - #SribuinAja,gigs,Desain Grafis & Branding,Desain Poster,os****8s,2024-10-05 21:09:00,2024-10-07 16:32:00,,2024-10-07 16:33:00,100000
Jasa design Company Profile presentasi,gigs,Desain Grafis & Branding,Desain Presentasi,en****93,2024-10-07 17:36:00,2024-10-07 17:41:00,,2024-10-07 17:41:00,151708
Book Translator,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Inggris,Fx****05,2024-10-07 21:56:00,2024-10-07 22:00:00,,2024-10-07 22:00:00,505571
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,il****oh,2024-10-07 23:34:00,2024-10-07 23:38:00,,2024-10-07 23:38:00,171875
Translate Dokumen Inggris - Indonesia,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Inggris,Hi******00,2024-10-08 05:48:00,2024-10-08 05:53:00,,2024-10-08 05:53:00,101195
Desain Kemasan Profesional #SribuinAja,gigs,Desain Grafis & Branding,Desain Kemasan,cl**********ha,2024-04-13 14:31:00,2024-10-08 06:12:00,,2024-10-08 06:12:00,101176
Desain Logo (1-4 Pilihan Desain),gigs,Desain Grafis & Branding,Desain Logo,Iw****oy,2024-10-07 12:13:00,2024-10-08 09:40:00,,2024-10-08 09:40:00,171951
Jasa Press Release dan Publikasi Media Nasional,gigs,Pemasaran & Periklanan,Content Placement,ch****ma,2024-09-20 10:51:00,2024-10-08 11:05:00,,2024-10-08 11:05:00,197729
Kontes Design Logo product multigrain,contest,Desain Grafis & Branding,Desain Logo,dh**ag,2016-07-27 12:55:00,2024-10-08 11:48:00,,2024-10-08 11:53:00,2998796
Pembuatan Desain CV Lamaran Kerja,gigs,Desain Grafis & Branding,Desain Portfolio & Resume,Rh********es,2024-10-08 10:05:00,2024-10-08 11:49:00,,2024-10-08 11:58:00,151700
Social Media Marketing - Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,su**********sa,2022-05-25 09:56:00,2024-10-08 12:41:00,,2024-10-08 12:41:00,2427274
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,Ma********en,2024-10-02 19:43:00,2024-10-08 12:44:00,,2024-10-08 20:04:00,202200
Tambah Followers Twitter/X Real dan Bergaransi,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,Ca*****na,2024-10-08 13:41:00,2024-10-08 13:48:00,,2024-10-08 14:13:00,202236
Kontes Logo Toko Aksesoris Hewan Peliharan,contest,Desain Grafis & Branding,Desain Logo,po*********ve,2019-07-30 11:44:00,2024-10-08 14:19:00,,2024-10-23 10:58:00,4598200
End-to-end Influencer Marketing,gigs,Pemasaran & Periklanan,Influencer Marketing (Selebgram),ad****ek,2024-10-08 15:01:00,2024-10-08 15:08:00,,2024-10-08 15:08:00,1516559
Pembuatan Laporan Keuangan,gigs,Konsultasi,Pembuatan Laporan Keuangan,da******an,2015-08-04 21:13:00,2024-10-08 16:19:00,,2024-10-08 16:19:00,504509
Jasa Backlink PBN,gigs,Pemasaran & Periklanan,Backlink PBN,jo****99,2024-10-08 16:17:00,2024-10-08 16:24:00,,2024-10-08 16:24:00,934179
"(1 HARI JADI) DESIGN LABEL / KEMASAN PREMIUM, HARGA HEMAT",gigs,Desain Grafis & Branding,Desain Kemasan,er****aa,2024-10-08 16:49:00,2024-10-08 16:53:00,,2024-10-08 16:53:00,101146
Paket Trending Youtube sekali up langsung viral,gigs,Pemasaran & Periklanan,Views YouTube,Re******da,2024-05-10 06:11:00,2024-10-08 16:59:00,,2024-10-08 17:01:00,100089
Jasa Review Dan Ulasan Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,Nd****aa,2024-10-08 18:11:00,2024-10-08 19:50:00,,2024-10-16 10:11:00,909900
"Jasa desain sosial media dan banner untuk feed IG, FB ads dan E-commerce",gigs,Desain Grafis & Branding,Desain Feed Instagram,in*******ia,2024-10-08 20:07:00,2024-10-08 20:14:00,,2024-10-08 20:14:00,101100
"Jasa desain sosial media dan banner untuk feed IG, FB ads dan E-commerce",gigs,Desain Grafis & Branding,Desain Feed Instagram,in*******ia,2024-10-08 20:07:00,2024-10-08 20:17:00,,2024-10-08 20:17:00,101100
Jasa Review Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,Nd****aa,2024-10-08 18:11:00,2024-10-08 21:11:00,,2024-10-16 10:11:00,101100
Custom Anime Streetwear T-shirt : with MidJourney,gigs,Desain Grafis & Branding,Desain Baju,in*******ia,2024-10-08 20:07:00,2024-10-08 23:29:00,,2024-10-08 23:29:00,99068
Custom Anime Streetwear T-shirt : with MidJourney,gigs,Desain Grafis & Branding,Desain Baju,in*******ia,2024-10-08 20:07:00,2024-10-08 23:29:00,,2024-10-08 23:29:00,99062
Custom Anime Streetwear T-shirt : with MidJourney,gigs,Desain Grafis & Branding,Desain Baju,in*******ia,2024-10-08 20:07:00,2024-10-08 23:29:00,,2024-10-08 23:29:00,99097
Custom Anime Streetwear T-shirt : with MidJourney,gigs,Desain Grafis & Branding,Desain Baju,in*******ia,2024-10-08 20:07:00,2024-10-08 23:29:00,,2024-10-08 23:29:00,99007
Custom Anime Streetwear T-shirt : with MidJourney,gigs,Desain Grafis & Branding,Desain Baju,in*******ia,2024-10-08 20:07:00,2024-10-08 23:29:00,,2024-10-08 23:29:00,99075
Custom Anime Streetwear T-shirt : with MidJourney,gigs,Desain Grafis & Branding,Desain Baju,in*******ia,2024-10-08 20:07:00,2024-10-08 23:30:00,,2024-10-08 23:31:00,99000
"Jasa Review Marketplace (Shoppe,Lazada,Tokopedia,Bukalapak dll), Aplikasi Play Store, Google Bisnis",gigs,Pemasaran & Periklanan,Review Produk Marketplace,Fa****67,2024-10-08 22:04:00,2024-10-09 00:45:00,,2024-10-09 00:45:00,151737
Jasa Review Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,fi*******09,2024-10-09 03:01:00,2024-10-09 03:06:00,,2024-10-09 03:06:00,101103
Paket Desain Kemasan Profesional,gigs,Desain Grafis & Branding,Desain Kemasan,21***01,2024-10-09 06:35:00,2024-10-09 06:40:00,,2024-10-09 06:40:00,758287
Desain/Redesain UI/UX Website (3-10 Halaman),gigs,Desain Grafis & Branding,Desain UI/UX,au****88,2024-10-09 06:57:00,2024-10-09 07:04:00,,2024-10-09 07:04:00,1112130
Tambah Followers Tiktok Real dan Bergaransi,gigs,Pemasaran & Periklanan,Followers TikTok,Ra*******ru,2024-08-13 08:20:00,2024-10-09 07:59:00,,2024-10-09 07:59:00,101173
editor foto dan grafiti,contest,Desain Grafis & Branding,Desain Company Profile,F4****Te,2024-10-09 09:06:00,2024-10-09 09:12:00,,2024-10-09 09:13:00,3732075
Ramah lingkungan,contest,Desain Grafis & Branding,Desain Baju,10****05,2024-10-09 09:59:00,2024-10-09 10:05:00,,2024-10-09 10:05:00,5042221
Desain Logo 1 Hari Selesai,gigs,Desain Grafis & Branding,Desain Logo,25**********87,2024-10-09 13:13:00,2024-10-09 13:15:00,,2024-10-09 13:15:00,151650
Jasa Review Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,25**********87,2024-10-09 13:13:00,2024-10-09 13:17:00,,2024-10-09 13:17:00,101100
Desain Logo 1 Hari Selesai,gigs,Desain Grafis & Branding,Desain Logo,25**********87,2024-10-09 13:13:00,2024-10-09 13:21:00,,2024-10-09 13:22:00,151650
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-10-09 15:11:00,,2024-10-09 15:11:00,157716
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-10-09 15:14:00,,2024-10-09 15:14:00,151748
CUSTOM BOX (DIELINE & DESIGN),gigs_custom_offer,,,Gi****oo,2024-10-09 13:07:00,2024-10-09 16:21:00,,2024-10-09 16:21:00,1011005
Kartu nama,contest,Desain Grafis & Branding,Desain Kartu Nama dan Stationery,as****nt,2024-10-09 16:56:00,2024-10-09 17:06:00,,2024-10-09 17:06:00,1599539
VO Voice Over Bahasa Indonesia Wanita - 1 Hari,gigs,"Video, Fotografi & Audio",Voice Over,as****nt,2024-10-09 16:56:00,2024-10-09 17:12:00,,2024-10-09 17:12:00,101100
"Jasa Edit Vidio Reels, Tiktok, 1 Menit",gigs,"Video, Fotografi & Audio",Edit Video,zh*******aa,2024-10-09 19:12:00,2024-10-09 19:14:00,,2024-10-23 10:56:00,100082
Editing Foto Produk Marketplace | Shopee | DLL,gigs,Desain Grafis & Branding,Edit Gambar & Photoshop,zh*******aa,2024-10-09 19:12:00,2024-10-09 19:49:00,,2024-10-23 10:56:00,100186
"Jasa Edit Vidio Reels, Tiktok, 1 Menit",gigs,"Video, Fotografi & Audio",Edit Video,zh*******aa,2024-10-09 19:12:00,2024-10-09 19:51:00,,2024-10-23 10:56:00,100029
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,im*****45,2024-10-06 20:47:00,2024-10-09 21:32:00,,2024-10-09 21:32:00,202285
Desain Logo Profesional dan Modern,gigs,Desain Grafis & Branding,Desain Logo,Fe*****15,2024-10-10 02:21:00,2024-10-10 02:24:00,,2024-10-10 02:24:00,151737
Video Explainer 2D,gigs,"Video, Fotografi & Audio",Motion Grafis,eh****aa,2024-10-10 04:06:00,2024-10-10 04:09:00,,2024-10-10 04:11:00,3538579
kontes desain makanan,contest,Desain Grafis & Branding,Desain Lainnya,eh****aa,2024-10-10 04:06:00,2024-10-10 04:20:00,,2024-10-10 04:20:00,7464103
Jasa Review Shopee / Penilaian Shopee,gigs,Pemasaran & Periklanan,Tambah Review,Ro***********ah,2024-10-10 08:48:00,2024-10-10 08:53:00,,2024-10-10 08:53:00,657188
Jasa Pembuatan Web Ecommerce Platform Shopify,gigs,Web & Pemrograman,Pembuatan Toko Online,jo***an,2018-10-31 13:59:00,2024-10-10 09:40:00,,2024-10-10 09:40:00,3538571
Desain Logo 1 Hari Selesai,gigs,Desain Grafis & Branding,Desain Logo,an********33,2024-10-10 10:04:00,2024-10-10 10:08:00,,2024-10-10 10:08:00,151650
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,ri*********23,2024-10-10 12:42:00,2024-10-10 12:46:00,,2024-10-16 10:18:00,171953
Jasa Review Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,FA*********ri,2024-10-08 21:12:00,2024-10-10 19:04:00,,2024-10-10 19:05:00,101100
Jasa Tambah Followers Instagram,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,Ma*****34,2024-10-10 19:48:00,2024-10-10 19:56:00,,2024-10-10 19:56:00,100119
kontes logo anak jb,contest,Desain Grafis & Branding,Desain Logo,mu*****hl,2024-10-10 20:59:00,2024-10-10 21:06:00,,2024-10-10 21:07:00,2665781
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Vi***********31,2024-10-10 21:03:00,2024-10-10 21:10:00,,2024-10-10 21:10:00,100135
"Perusahaan kami bergerak di bidang [jenis bisnis], menawarkan [layanan/produk] yang berfokus pada [nilai/niche unik]. Kami percaya pada inovasi dan kualitas.Tujuan: Membuat company profile yang menarik dan profesional untuk memperkenalkan visi, misi, dan layanan kami kepada klien dan mitra.Elemen yang Diperlukan:1. Logo perusahaan2. Warna dan tipografi merek3. Gambar dan grafik relevan4. Struktur konten yang jelas dan informatifTarget Audiens: Klien potensial, mitra bisnis, dan pemangku kepentingan.Referensi Desain: [Sertakan contoh desain atau link yang relevan]Batas Waktu: [Tanggal batas waktu]",contest,Desain Grafis & Branding,Desain Company Profile,Ah****43,2024-10-10 21:16:00,2024-10-10 21:26:00,,2024-10-10 21:27:00,3732050
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,at******01,2024-10-10 22:50:00,2024-10-10 22:53:00,,2024-10-10 22:53:00,100160
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,at******01,2024-10-10 22:50:00,2024-10-10 22:59:00,,2024-10-10 22:59:00,100092
Jasa WhatsApp Blast 99% Jadi Leads,gigs,Pemasaran & Periklanan,Digital Marketing,ha*****00,2024-10-11 00:36:00,2024-10-11 00:42:00,,2024-10-11 00:44:00,115659
Internal Sribu Testing Jasa,gigs,Web & Pemrograman,Internal Sribu,Ni****an,2024-03-20 13:40:00,2024-10-11 10:01:00,,2024-10-11 10:01:00,12171
Internal Sribu Testing Jasa,gigs,Web & Pemrograman,Internal Sribu,Ni****an,2024-03-20 13:40:00,2024-10-11 10:02:00,,2024-10-11 10:02:00,12171
Internal Sribu Testing Jasa,gigs,Web & Pemrograman,Internal Sribu,Ni****an,2024-03-20 13:40:00,2024-10-11 10:03:00,,2024-10-11 10:03:00,12210
3000 TikTok Followers Real HQ Instan Non Drop,gigs,Pemasaran & Periklanan,Followers TikTok,Ra*****47,2024-10-10 23:04:00,2024-10-11 10:25:00,,2024-10-11 10:25:00,100176
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,Th********ra,2024-10-11 13:16:00,2024-10-11 13:17:00,,2024-10-16 10:34:00,171870
Review Google Maps (30-100 Review),package,Pemasaran & Periklanan,Review Google Maps,yu******26,2024-10-11 13:37:00,2024-10-11 13:41:00,,2024-10-11 13:41:00,369383
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,li******at,2024-10-10 21:08:00,2024-10-11 14:24:00,,2024-10-11 15:25:00,101169
Jasa Desain Cover Buku,gigs_custom_offer,,,CA**********ah,2024-09-25 18:28:00,2024-10-11 14:57:00,,2024-10-23 13:42:00,1263839
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,na*****dl,2024-10-08 15:29:00,2024-10-11 15:55:00,,2024-10-11 15:55:00,232557
Jasa Review Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,yo*****en,2024-10-11 20:57:00,2024-10-11 21:00:00,,2024-10-11 21:01:00,101100
Desain Logo 1 Hari Selesai,gigs,Desain Grafis & Branding,Desain Logo,yo*****en,2024-10-11 20:57:00,2024-10-11 21:03:00,,2024-10-11 21:03:00,151650
Jasa Review Dan Ulasan Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,al*******22,2024-10-11 21:22:00,2024-10-11 21:25:00,,2024-10-11 21:25:00,909940
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,ig*******ro,2024-10-11 22:07:00,2024-10-11 22:10:00,,2024-10-11 22:10:00,104093
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,an*********07,2024-10-12 01:32:00,2024-10-12 01:33:00,,2024-10-12 01:33:00,171890
jualan,contest,Desain Grafis & Branding,Desain Logo,an*********07,2024-10-12 01:32:00,2024-10-12 01:38:00,,2024-10-12 01:38:00,2998750
perusahaan desain,contest,Desain Grafis & Branding,Desain Logo,te**********ah,2024-10-12 06:58:00,2024-10-12 07:14:00,,2024-10-12 07:15:00,2665750
"Subtitle Video Youtube , Tiktok , Instagram",gigs,"Video, Fotografi & Audio",Subtitle,th*****ts,2020-09-08 17:25:00,2024-10-12 09:46:00,,2024-10-12 09:46:00,202200
"Subtitle Video Youtube , Tiktok , Instagram",gigs,"Video, Fotografi & Audio",Subtitle,th*****ts,2020-09-08 17:25:00,2024-10-12 09:47:00,,2024-10-12 09:47:00,202200
Pembuatan Website Application Profesional,gigs,Web & Pemrograman,Pembuatan Website,fo**********ry,2022-04-14 10:07:00,2024-10-12 11:24:00,,2024-10-12 16:08:00,707735
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,di*****nh,2024-10-12 12:35:00,2024-10-12 13:21:00,,2024-10-12 13:21:00,100140
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,di*****nh,2024-10-12 12:35:00,2024-10-12 13:41:00,,2024-10-12 13:41:00,100089
desain,contest,Desain Grafis & Branding,Desain Maskot/Karakter,ri************07,2024-10-12 14:35:00,2024-10-12 14:53:00,,2024-10-12 14:53:00,2665767
Perizinan Berusaha OSS & Izin Operasional F&B,gigs,Konsultasi,Pembuatan NIB,At**********ti,2024-10-12 17:02:00,2024-10-12 17:15:00,,2024-10-12 17:15:00,100089
konten desain bagus/ flyer perusahaan bijak,contest,Desain Grafis & Branding,Desain Brosur/Flyer,fr****er,2024-10-12 17:50:00,2024-10-12 17:54:00,,2024-10-12 17:54:00,1599523
Followers INSTAGRAM Real Human INDO,gigs,Pemasaran & Periklanan,Followers Instagram,pp*****pp,2024-10-12 18:49:00,2024-10-12 18:51:00,,2024-10-12 18:51:00,192174
Jasa Review Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,Ap********na,2024-10-12 19:31:00,2024-10-12 19:38:00,,2024-10-12 19:38:00,101154
Edit 3 Foto dengan Style Halftone,gigs,"Video, Fotografi & Audio",Edit Foto,js****************jd,2024-10-13 01:59:00,2024-10-13 02:04:00,,2024-10-13 02:04:00,130419
Jasa Desain Logo Profesional,gigs,Desain Grafis & Branding,Desain Logo,ju********11,2024-09-29 10:24:00,2024-10-13 12:14:00,,2024-10-13 12:14:00,505556
Jasa pembuatan game 2D dan 3D,gigs,Web & Pemrograman,Pembuatan Game,mu**********ng,2024-10-13 14:08:00,2024-10-13 14:12:00,,2024-10-13 14:12:00,202217
Jasa Review Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,ma********ss,2024-10-13 15:04:00,2024-10-13 15:12:00,,2024-10-13 15:12:00,101109
Jasa pembuatan poster,contest,Desain Grafis & Branding,Desain Brosur/Flyer,vi********88,2024-10-13 15:30:00,2024-10-13 15:58:00,,2024-10-13 15:59:00,1599450
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,lr****lh,2024-10-13 17:05:00,2024-10-13 17:09:00,,2024-10-16 10:34:00,171870
mineral,contest,Desain Grafis & Branding,Desain Logo,lr****lh,2024-10-13 17:05:00,2024-10-13 17:15:00,,2024-10-16 10:34:00,2665823
Jasa Tambah Follower TikTok Cepat Dan Aman,gigs,Pemasaran & Periklanan,Followers TikTok,De********71,2024-10-13 17:25:00,2024-10-13 17:39:00,,2024-10-13 17:39:00,101149
Jasa Subscriber Youtube Permanen,gigs,Pemasaran & Periklanan,Subscribers YouTube,Je****ja,2024-10-13 18:17:00,2024-10-13 18:28:00,,2024-10-13 18:28:00,160776
Paket Desain Kemasan Profesional,gigs,Desain Grafis & Branding,Desain Kemasan,yu*****31,2024-10-13 18:50:00,2024-10-13 18:53:00,,2024-10-13 18:53:00,758263
Follower Instagram,gigs,Pemasaran & Periklanan,Followers Instagram,Fi****yb,2024-10-13 22:01:00,2024-10-13 22:06:00,,2024-10-13 22:06:00,101100
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,ma****na,2024-10-13 22:47:00,2024-10-13 22:51:00,,2024-10-13 22:52:00,171870
logo,contest,Desain Grafis & Branding,Desain Logo,uc****12,2024-10-13 23:08:00,2024-10-13 23:17:00,,2024-10-13 23:17:00,2665815
kontes desain banner/Billboard perusahaan minuman,contest,Desain Grafis & Branding,Desain Banner/Billboard,sa*****21,2024-10-14 00:22:00,2024-10-14 00:27:00,,2024-10-14 00:27:00,1821510
Jasa Review Dan Ulasan Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,Di****yu,2024-10-14 00:53:00,2024-10-14 00:56:00,,2024-10-14 00:56:00,1870446
Desain Logo Mascot Untuk Rumah Makan,gigs,Desain Grafis & Branding,Desain Logo,nu******ah,2024-10-14 02:16:00,2024-10-14 02:21:00,,2024-10-14 02:21:00,1819881
Virtual Assistant: Admin Sosial Media || Jasa Balas Chat Customer,gigs,Konsultasi,Virtual Assistant,af******an,2024-10-14 07:23:00,2024-10-14 07:28:00,,2024-10-14 07:28:00,101156
kontes desaikartu nama perusahaan m...,contest,Desain Grafis & Branding,Desain Kartu Nama dan Stationery,er**********an,2024-10-14 10:43:00,2024-10-14 11:00:00,,2024-10-14 11:00:00,1932539
DESAIN MENU,gigs_custom_offer,,,VI*******AR,2024-10-14 11:00:00,2024-10-14 11:57:00,,2024-10-14 11:57:00,353939
Jasa Review Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,yo******ia,2024-10-14 12:20:00,2024-10-14 12:24:00,,2024-10-14 12:25:00,101103
Jasa Review Shopee / Penilaian Shopee,gigs,Pemasaran & Periklanan,Tambah Review,nv****nh,2024-10-14 13:10:00,2024-10-14 13:18:00,,2024-10-16 10:41:00,657232
Jasa Review Dan Ulasan Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,di*******67,2024-10-14 13:19:00,2024-10-14 13:24:00,,2024-10-16 10:41:00,1870399
"Voice Over untuk berbagai kebutuhan, seperti iklan, Youtube, Podcast, dsb. dengan harga bersaing",gigs,"Video, Fotografi & Audio",Voice Over,Ri*********ra,2024-10-14 14:08:00,2024-10-14 14:13:00,,2024-10-14 14:13:00,151681
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,Fi********ra,2024-10-12 21:35:00,2024-10-14 14:26:00,,2024-10-14 14:26:00,101120
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,Fi********ra,2024-10-12 21:35:00,2024-10-14 14:36:00,,2024-10-14 15:04:00,101100
CUSTOM Aplikasi Android Apapun Professional,gigs,Web & Pemrograman,Aplikasi Android,ar*********ns,2024-10-14 14:40:00,2024-10-14 14:43:00,,2024-10-14 14:43:00,15165085
abcdrfghijklmnopqrstuvwxyz,contest,Desain Grafis & Branding,Desain Logo,ra*********d2,2024-08-26 09:25:00,2024-10-14 14:50:00,,2024-10-28 13:29:00,2665812
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,Fi********ra,2024-10-12 21:35:00,2024-10-14 15:23:00,,2024-10-14 15:23:00,101160
"Jasa Video Editing (Podcast Clip, Tiktok, Reels)",gigs,"Video, Fotografi & Audio",Edit Video,fi********td,2024-10-08 21:23:00,2024-10-14 15:54:00,,2024-10-14 15:54:00,99045
Tukang Joki Mobile Legend,gigs,Gaya Hidup,Joki Game Online,DA*******AA,2024-10-14 17:42:00,2024-10-14 17:55:00,,2024-10-14 17:56:00,180000
pembuat poster apapun,contest,Desain Grafis & Branding,Desain Poster,an*****25,2024-10-14 18:57:00,2024-10-14 20:21:00,,2024-10-14 20:43:00,1599450
"Handle E-Commerce platform (Upload produk, update harga/stok, handle komplain, dan chat)",gigs,Pemasaran & Periklanan,Kelola Marketplace,sa******34,2024-10-14 22:18:00,2024-10-14 22:21:00,,2024-10-14 22:21:00,1718739
Editor foto,gigs,"Video, Fotografi & Audio","Video, Fotografi, Audio Lainnya",ag******pp,2024-10-14 22:44:00,2024-10-14 22:48:00,,2024-10-14 22:49:00,100162
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,sa********11,2024-10-14 22:54:00,2024-10-14 23:05:00,,2024-10-14 23:05:00,100145
membuat logo keren dan cocok untuk di pakai,contest,Desain Grafis & Branding,Desain Logo,mf***************al,2024-10-15 02:47:00,2024-10-15 02:53:00,,2024-10-16 10:42:00,7464150
desain logo nama keren buat kamu,contest,Desain Grafis & Branding,Desain Kartu Nama dan Stationery,mf***************al,2024-10-15 02:47:00,2024-10-15 06:00:00,,2024-10-16 10:41:00,1599450
makanan minuman,contest,Desain Grafis & Branding,Desain Poster,an*****25,2024-10-14 18:57:00,2024-10-15 09:02:00,,2024-10-15 09:02:00,1599469
