nama_jobs,type,category,subcategory,client_user_id,register_date,order_date,status_invoice,paid_at,total_paid
(Package - BASIC) Paket Desain Logo,package,Desain Grafis & Branding,Desain Logo,xp****at,2024-03-13 19:49:00,2024-03-13 20:45:00,,1900-01-03 00:00:00,0
(Package - PLUS) Paket Desain Logo,package,Desain Grafis & Branding,Desain Logo,xp****at,2024-03-13 19:49:00,2024-03-13 20:46:00,,1900-01-03 00:00:00,0
Joki Mobile Legend,gigs,Gaya Hidup,Joki Game Online,Ci*********96,2024-03-13 23:27:00,2024-03-13 23:28:00,,1900-01-03 00:00:00,0
FOLLOWERS TIKTOK REAL PERMANEN | NON DROP,gigs,Pemasaran & Periklanan,Followers TikTok,Ci****ii,2024-03-14 07:15:00,2024-03-14 07:18:00,,1900-01-03 00:00:00,0
JASA DESIGN BOOTH 3D LENGKAP DENGAN RENDER DAN GAMBAR KERJA - Premium,gigs,Desain Grafis & Branding,Desain Booth,to*****93,2021-03-03 07:17:00,2024-03-14 09:34:00,,1900-01-03 00:00:00,0
Kontes desain,contest,Desain Grafis & Branding,Desain Logo,Aj****ss,2024-03-14 13:21:00,2024-03-14 13:32:00,,1900-01-03 00:00:00,0
Paket Jasa Desain Logo dan Kemasan,gigs_custom_offer,,,oy********ia,2024-03-01 15:00:00,2024-03-14 19:52:00,,1900-01-03 00:00:00,0
Kontes Desain logo Lokale,contest,Desain Grafis & Branding,Desain Logo,Lo***********ia,2024-03-15 05:05:00,2024-03-15 05:21:00,,1900-01-03 00:00:00,0
"jasa review marketplace shopee, tokopedia dan tiktok",gigs_custom_offer,,,fa******18,2024-01-18 12:45:00,2024-03-15 09:25:00,,1900-01-03 00:00:00,0
"Manage Fee Jasa review marketplace shopee, tokopedia dan tiktok",package,Pemasaran & Periklanan,Sribu Business,fa******18,2024-01-18 12:45:00,2024-03-15 09:57:00,,1900-01-03 00:00:00,0
Jasa Review Shopee / Penilaian Shopee,gigs,Pemasaran & Periklanan,Tambah Review,Ty****ah,2024-03-15 09:55:00,2024-03-15 09:58:00,,1900-01-03 00:00:00,0
English Blog Post,gigs_custom_offer,,,fl**********im,2024-03-15 13:16:00,2024-03-15 13:45:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Desain Logo (3-9 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,be******54,2024-02-05 12:22:00,2024-03-15 15:17:00,,1900-01-03 00:00:00,0
Voice Ober,private,,,mu*****i_,2024-03-15 16:31:00,2024-03-15 17:37:00,,1900-01-03 00:00:00,0
Jasa Review Shopee / Penilaian Shopee,gigs,Pemasaran & Periklanan,Tambah Review,wi************34,2024-03-15 20:26:00,2024-03-15 20:30:00,,1900-01-03 00:00:00,0
Jasa Review Shopee / Penilaian Shopee,gigs,Pemasaran & Periklanan,Tambah Review,MA**************LE,2024-03-15 20:51:00,2024-03-15 20:54:00,,1900-01-03 00:00:00,0
"(Package - BASIC) Penulisan Naskah Konten Iklan, Video, Film Pendek (500-1500 Kata)",package,Penulisan & Penerjemahan,Penulisan Naskah,Ce****ie,2024-03-15 23:54:00,2024-03-15 23:56:00,,1900-01-03 00:00:00,0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Ad******11,2024-03-16 01:26:00,2024-03-16 01:40:00,,1900-01-03 00:00:00,0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,bi**********sa,2024-03-16 04:26:00,2024-03-16 04:27:00,,1900-01-03 00:00:00,0
Jasa Like Tiktok Permanen,gigs,Pemasaran & Periklanan,Like TikTok,Ad*****ao,2024-03-16 04:58:00,2024-03-16 05:00:00,,1900-01-03 00:00:00,0
Jasa Pengetikan Ulang. Akurat & Cepat (Bahasa Indonesia & English),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,No*****06,2024-03-16 05:04:00,2024-03-16 05:07:00,,1900-01-03 00:00:00,0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,li*******hy,2024-03-16 08:37:00,2024-03-16 08:39:00,,1900-01-03 00:00:00,0
TEST ORDER,contest,Desain Grafis & Branding,Desain Logo,si*by,2016-05-03 11:16:00,2024-03-16 09:30:00,,1900-01-03 00:00:00,0
(Package - BASIC) Edit 15-60 Detik Video (Minimum Order 1 Video),package,"Video, Fotografi & Audio",Edit Video,Na****ii,2024-03-16 09:26:00,2024-03-16 09:30:00,,1900-01-03 00:00:00,0
"Desain Logo Perusahaan, Bisnis dan UKM profesional",gigs,Desain Grafis & Branding,Desain Logo,du*******st,2024-03-16 09:36:00,2024-03-16 09:37:00,,1900-01-03 00:00:00,0
Jasa Pengetikan Ulang. Akurat & Cepat (Bahasa Indonesia & English),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Li*******ni,2024-03-16 10:31:00,2024-03-16 10:34:00,,1900-01-03 00:00:00,0
"(Package - BASIC) Penulisan Naskah Konten Iklan, Video, Film Pendek (500-1500 Kata)",package,Penulisan & Penerjemahan,Penulisan Naskah,ak*************05,2024-03-16 08:55:00,2024-03-16 11:14:00,,1900-01-03 00:00:00,0
(HEMAT AKURAT PROFESIONAL) Penerjemahan Artikel atau Dokumen : Indonesian - English atau English - Indonesian,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Inggris,lu*********aa,2023-06-18 13:57:00,2024-03-16 11:22:00,,1900-01-03 00:00:00,0
Bunga&floral beautiful,contest,Desain Grafis & Branding,Desain Label,Ja*****hh,2024-03-16 11:20:00,2024-03-16 11:29:00,,1900-01-03 00:00:00,0
Jasa Review Shopee / Penilaian Shopee,gigs,Pemasaran & Periklanan,Tambah Review,Ii*****ya,2024-03-16 11:31:00,2024-03-16 11:34:00,,1900-01-03 00:00:00,0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Ko****77,2024-03-16 12:20:00,2024-03-16 12:29:00,,1900-01-03 00:00:00,0
"Jasa Review Online Shop, Marketplace | Review Bintang 5 Tokopedia, Bukalapak, Shopee, Lazada, ll",gigs,Pemasaran & Periklanan,Tambah Review,di********78,2024-03-16 12:18:00,2024-03-16 12:32:00,,1900-01-03 00:00:00,0
Jasa Pengetikan Tugas,gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Cl***********et,2024-03-16 13:15:00,2024-03-16 13:35:00,,1900-01-03 00:00:00,0
Pengembangan Bisnis Baru untuk Memasuki Pasar yang Berkembang Pesat,contest,Desain Grafis & Branding,Desain Logo,ad******23,2024-03-16 13:38:00,2024-03-16 14:12:00,,1900-01-03 00:00:00,0
"Pengembangan Bisnis Baru untuk Memasuki Pasar yang Berkembang Pesat""",contest,Desain Grafis & Branding,Desain Logo,ad******23,2024-03-16 13:38:00,2024-03-16 14:19:00,,1900-01-03 00:00:00,0
Jasa Review Aplikasi AppStore,gigs,Pemasaran & Periklanan,Tambah Review,fl*****sa,2024-03-16 14:38:00,2024-03-16 14:47:00,,1900-01-03 00:00:00,0
Jasa Kelola Konten Video Tiktok/Reels,gigs,Pemasaran & Periklanan,Social Media Marketing,Pu*********ng,2024-03-16 15:23:00,2024-03-16 15:25:00,,1900-01-03 00:00:00,0
Jasa Cek Turnitin dan Parafrase Amanah,gigs,Penulisan & Penerjemahan,Turnitin,ss*****na,2024-03-16 11:33:00,2024-03-16 21:09:00,,1900-01-03 00:00:00,0
Jasa Cek Turnitin dan Parafrase Amanah,gigs,Penulisan & Penerjemahan,Turnitin,ss*****na,2024-03-16 11:33:00,2024-03-16 21:17:00,,1900-01-03 00:00:00,0
Jasa Cek Turnitin dan Parafrase Amanah,gigs,Penulisan & Penerjemahan,Turnitin,ss*****na,2024-03-16 11:33:00,2024-03-16 21:21:00,,1900-01-03 00:00:00,0
Digital Marketing - Meta (FB / IG) Ads (Iklan Online),gigs,Pemasaran & Periklanan,Iklan Instagram & Facebook (Meta Ads),wa*******ir,2024-03-16 21:33:00,2024-03-16 21:34:00,,1900-01-03 00:00:00,0
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,Nu******ry,2024-03-16 22:20:00,2024-03-16 22:24:00,,1900-01-03 00:00:00,0
Pengetikan Umum,gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Si*********95,2024-03-17 01:03:00,2024-03-17 01:08:00,,1900-01-03 00:00:00,0
Jasa Likes Instagram,gigs,Pemasaran & Periklanan,Likes Instagram,fa****nz,2024-03-17 04:03:00,2024-03-17 04:20:00,,1900-01-03 00:00:00,0
"Penulisan artikel bahasa Indonesia, 500 kata, bahasa Indonesia, 500 kata, sesuai KW",gigs,Penulisan & Penerjemahan,Artikel & Blog Pos,sh****in,2024-03-17 05:21:00,2024-03-17 06:21:00,,1900-01-03 00:00:00,0
Penulisan Naskah Video Korporat yang Inspiratif (Penulisan Script Video Company),gigs,Penulisan & Penerjemahan,Penulisan Naskah,Mu******23,2024-03-16 11:23:00,2024-03-17 09:27:00,,1900-01-03 00:00:00,0
Jasa Pembuatan Naskah/Script Video Berkualitas dan Cepat Selesai,gigs,Penulisan & Penerjemahan,Penulisan Naskah,Mu******23,2024-03-16 11:23:00,2024-03-17 09:30:00,,1900-01-03 00:00:00,0
"DESAIN LOGO UMKM. INDUSTRI MAKANAN dan MINUMAN, RESTORAN & CAFE",gigs,Desain Grafis & Branding,Desain Logo,Ra****23,2024-03-17 10:07:00,2024-03-17 10:09:00,,1900-01-03 00:00:00,0
Jasa Kepenulisan Artikel Ilmiah Bidang Pendidikan,gigs,Penulisan & Penerjemahan,Artikel & Blog Pos,ra******23,2024-03-17 12:44:00,2024-03-17 12:46:00,,1900-01-03 00:00:00,0
Social Media Management,gigs,Pemasaran & Periklanan,Social Media Marketing,Yo*****91,2024-03-17 16:08:00,2024-03-17 16:11:00,,1900-01-03 00:00:00,0
"(Package - BASIC) Penulisan Naskah Konten Iklan, Video, Film Pendek (500-1500 Kata)",package,Penulisan & Penerjemahan,Penulisan Naskah,Fi****23,2024-03-17 16:40:00,2024-03-17 16:43:00,,1900-01-03 00:00:00,0
Jasa Kelola Konten Video Tiktok/Reels,gigs,Pemasaran & Periklanan,Social Media Marketing,Mu*****di,2024-03-17 20:02:00,2024-03-17 20:04:00,,1900-01-03 00:00:00,0
(Package - BASIC) Terjemah Bahasa Inggris ke Indonesia dan Sebaliknya (2-8 Halaman),package,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Inggris,An*********do,2024-03-17 20:09:00,2024-03-17 20:11:00,,1900-01-03 00:00:00,0
Pembuatan Web Copy dan Web Content,gigs,Penulisan & Penerjemahan,Artikel & Blog Pos,Ca********34,2024-03-18 01:53:00,2024-03-18 01:55:00,,1900-01-03 00:00:00,0
Tambah Viewers Live Shopee,gigs,Pemasaran & Periklanan,Pemasaran Online Lainnya,Ha******18,2024-03-18 02:58:00,2024-03-18 03:01:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Buku & E-Book 50-150 Halaman,package,Penulisan & Penerjemahan,Buku & Penulisan E-Book,Na****ii,2024-03-16 09:26:00,2024-03-18 09:53:00,,1900-01-03 00:00:00,0
Pembuatan Nomor Induk Usaha / Ijin Usaha - Basic,gigs,Konsultasi,Pembuatan NIB,He*****25,2024-03-15 17:51:00,2024-03-18 13:32:00,,1900-01-03 00:00:00,0
Email Marketing Copy,gigs,Penulisan & Penerjemahan,Penulisan Email,Ma*****am,2024-03-18 13:33:00,2024-03-18 13:38:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Indonesia),package,Penulisan & Penerjemahan,Artikel & Blog Pos,ap************99,2024-03-18 12:47:00,2024-03-18 13:38:00,,1900-01-03 00:00:00,0
Desain Logo Profesional untuk Startup Company,gigs,Desain Grafis & Branding,Desain Logo,ri******75,2023-08-02 11:06:00,2024-03-18 14:10:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Desain Logo (3-9 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,be******pg,2024-03-18 11:19:00,2024-03-18 15:08:00,,1900-01-03 00:00:00,0
Jasa Review Shopee / Penilaian Shopee,gigs,Pemasaran & Periklanan,Tambah Review,vi********ti,2024-03-18 15:34:00,2024-03-18 15:44:00,,1900-01-03 00:00:00,0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Li******ra,2024-03-18 16:29:00,2024-03-18 16:33:00,,1900-01-03 00:00:00,0
Jasa SEO (Booster Link),gigs,Pemasaran & Periklanan,SEO (Search Engine Optimization),na******14,2024-01-05 18:12:00,2024-03-18 17:00:00,,1900-01-03 00:00:00,0
JASA SCRAP,gigs_custom_offer,,,na*********ih,2024-03-16 21:54:00,2024-03-18 20:20:00,,1900-01-03 00:00:00,0
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,Er******ll,2024-03-19 00:09:00,2024-03-19 00:12:00,,1900-01-03 00:00:00,0
FOLLOWERS TIKTOK REAL PERMANEN | NON DROP,gigs,Pemasaran & Periklanan,Followers TikTok,or**********34,2024-03-19 00:25:00,2024-03-19 00:27:00,,1900-01-03 00:00:00,0
Jasa Scraping data dari website stockbit- Plus,gigs,Web & Pemrograman,Data Scraping,na*********ih,2024-03-16 21:54:00,2024-03-19 03:32:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Deskripsi 100-500 Produk (Inggris),package,Penulisan & Penerjemahan,Penulisan Deskripsi Produk,ti********ni,2024-03-19 06:52:00,2024-03-19 06:54:00,,1900-01-03 00:00:00,0
TEST ORDER,contest,Desain Grafis & Branding,Desain Logo,si*by,2016-05-03 11:16:00,2024-03-19 09:46:00,,1900-01-03 00:00:00,0
"Jasa Google Ads : Set Up Akun dan Kampanye, Optimasi Iklan, Mengelola Iklan, Mengatasi Error (Policy, Suspend)",gigs,Pemasaran & Periklanan,Digital Marketing,ri******75,2023-08-02 11:06:00,2024-03-19 11:53:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Deskripsi 100-500 Produk (Inggris),package,Penulisan & Penerjemahan,Penulisan Deskripsi Produk,ti*******65,2024-03-19 12:19:00,2024-03-19 12:24:00,,1900-01-03 00:00:00,0
Penulisan Press Release yang Informatif sesuai kaidah jurnalistik,gigs,Penulisan & Penerjemahan,Siaran Pers,Ry*****lh,2024-03-18 23:45:00,2024-03-19 12:47:00,,1900-01-03 00:00:00,0
Penulisan atau Pembuatan Naskah Pidato,gigs,Penulisan & Penerjemahan,Penulisan Naskah,Ha********ng,2024-03-19 12:53:00,2024-03-19 12:55:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Desain Banner untuk Spanduk/Roll Banner/Billboard (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Banner/Billboard,ah****ri,2024-03-19 15:00:00,2024-03-19 15:07:00,,1900-01-03 00:00:00,0
Testing,contest,Desain Grafis & Branding,Desain Logo,si*by,2016-05-03 11:16:00,2024-03-19 15:26:00,,1900-01-03 00:00:00,0
Pembuatan website profesional,gigs,Web & Pemrograman,Pembuatan Website,Yo**********24,2024-03-19 21:27:00,2024-03-19 21:27:00,,1900-01-03 00:00:00,0
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,ju********24,2024-03-20 04:23:00,2024-03-20 04:25:00,,1900-01-03 00:00:00,0
JASA LOGO + MANUAL LOGO (GUIDELINE LOGO) - Basic,gigs,Desain Grafis & Branding,Brand Guidelines,au******mi,2024-03-19 14:14:00,2024-03-20 09:04:00,,1900-01-03 00:00:00,0
Review Ulasan Google Maps / Gmaps Permanen - Custom,gigs,Pemasaran & Periklanan,Review Google Maps,ma******78,2024-01-22 11:53:00,2024-03-20 12:37:00,,1900-01-03 00:00:00,0
FOLLOWERS TIKTOK REAL PERMANEN | NON DROP,gigs,Pemasaran & Periklanan,Followers TikTok,De********hh,2024-03-20 14:34:00,2024-03-20 14:36:00,,1900-01-03 00:00:00,0
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,he******as,2024-03-20 16:05:00,2024-03-20 16:12:00,,1900-01-03 00:00:00,0
Interior desain Master room,gigs_custom_offer,,,vi****ie,2020-10-27 20:51:00,2024-03-20 16:19:00,,1900-01-03 00:00:00,0
Jasa Scraping data dari website apapun,gigs,Web & Pemrograman,Data Scraping,Ri**********ah,2024-03-20 19:11:00,2024-03-20 19:16:00,,1900-01-03 00:00:00,0
Kontes desain logo untuk Denia Resto,contest,Desain Grafis & Branding,Desain Logo,Av*****aa,2024-03-19 01:30:00,2024-03-20 23:17:00,,1900-01-03 00:00:00,0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,ek****ka,2024-03-21 06:51:00,2024-03-21 06:56:00,,1900-01-03 00:00:00,0
"(Package - BASIC) Desain Stationery seperti Kartu Nama, Amplop, Kop Surat (1-2 Pilihan Desain)",package,Desain Grafis & Branding,Desain Kartu Nama dan Stationery,Ni******29,2024-03-21 10:11:00,2024-03-21 10:14:00,,1900-01-03 00:00:00,0
(Package - PLUS) Desain Slide Presentasi (5-30 Halaman),package,Desain Grafis & Branding,Desain Presentasi,Ni*****ul,2024-03-20 16:19:00,2024-03-21 10:27:00,,1900-01-03 00:00:00,0
Dari saya untuk semua,contest,Desain Grafis & Branding,Desain Logo,li*****ik,2024-03-21 13:34:00,2024-03-21 13:51:00,,1900-01-03 00:00:00,0
Review Ulasan Google Maps / Gmaps Permanen,gigs,Pemasaran & Periklanan,Review Google Maps,ft******49,2024-01-31 16:40:00,2024-03-21 14:23:00,,1900-01-03 00:00:00,0
(Package - BASIC) Review Google Maps (50-200 Review),package,Pemasaran & Periklanan,Review Google Maps,si*by,2016-05-03 11:16:00,2024-03-21 15:54:00,,1900-01-03 00:00:00,0
(Package - BASIC) Review Google Maps (50-200 Review),package,Pemasaran & Periklanan,Review Google Maps,si*by,2016-05-03 11:16:00,2024-03-21 15:57:00,,1900-01-03 00:00:00,0
(HEMAT AKURAT PROFESIONAL) Penerjemahan Artikel atau Dokumen : Indonesian - English atau English - Indonesian,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Inggris,12********aa,2024-03-21 16:18:00,2024-03-21 16:21:00,,1900-01-03 00:00:00,0
Design logo makanan vietnam,contest,Desain Grafis & Branding,Desain Logo,fa**********mi,2024-03-21 14:30:00,2024-03-21 17:57:00,,1900-01-03 00:00:00,0
Jasa Kelola Konten Video Tiktok/Reels,gigs,Pemasaran & Periklanan,Social Media Marketing,DE****LL,2024-03-21 20:47:00,2024-03-21 20:54:00,,1900-01-03 00:00:00,0
Jasa Pembukuan & Laporan Keuangan,gigs,Konsultasi,Pembuatan Laporan Keuangan,ra********su,2018-07-24 16:07:00,2024-03-22 07:43:00,,1900-01-03 00:00:00,0
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,Ag****12,2024-03-22 08:19:00,2024-03-22 08:22:00,,1900-01-03 00:00:00,0
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,Ag****12,2024-03-22 08:19:00,2024-03-22 08:26:00,,1900-01-03 00:00:00,0
(Package - BASIC) Social Media Marketing - Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,11****05,2024-03-22 08:44:00,2024-03-22 08:46:00,,1900-01-03 00:00:00,0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Tu**********ik,2024-03-22 07:54:00,2024-03-22 08:56:00,,1900-01-03 00:00:00,0
Jasa Review Shopee / Penilaian Shopee,gigs,Pemasaran & Periklanan,Tambah Review,di*******05,2024-03-22 10:30:00,2024-03-22 10:34:00,,1900-01-03 00:00:00,0
"Penulisan artikel bahasa Indonesia, 500 kata, bahasa Indonesia, 500 kata, sesuai KW",gigs,Penulisan & Penerjemahan,Artikel & Blog Pos,Fa*********19,2024-03-22 11:18:00,2024-03-22 11:20:00,,1900-01-03 00:00:00,0
Input Produk E-Commercer,gigs_custom_offer,,,Ga****il,2024-03-21 13:26:00,2024-03-22 12:19:00,,1900-01-03 00:00:00,0
"Penulisan artikel bahasa Indonesia, 500 kata, bahasa Indonesia, 500 kata, sesuai KW",gigs,Penulisan & Penerjemahan,Artikel & Blog Pos,De********gr,2024-03-22 12:11:00,2024-03-22 12:20:00,,1900-01-03 00:00:00,0
(Package - BASIC) Review Google Maps (50-200 Review),package,Pemasaran & Periklanan,Review Google Maps,Ba****01,2024-03-22 12:29:00,2024-03-22 12:35:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Logo (3-9 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,Pe*****22,2024-03-22 12:39:00,2024-03-22 12:47:00,,1900-01-03 00:00:00,0
1 Bulan Jadi - Penuliasan buku dan ebook (fiksi maupun nonfiksi),gigs,Penulisan & Penerjemahan,Buku & Penulisan E-Book,Ni*********4_,2024-03-22 15:14:00,2024-03-22 15:17:00,,1900-01-03 00:00:00,0
(Package - BASIC) Terjemah Bahasa Inggris ke Indonesia dan Sebaliknya (2-8 Halaman),package,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Inggris,pa*******in,2024-03-22 16:50:00,2024-03-22 16:53:00,,1900-01-03 00:00:00,0
Jasa Pengetikan Ulang. Akurat & Cepat (Bahasa Indonesia & English),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Se*****ii,2024-03-22 23:48:00,2024-03-22 23:54:00,,1900-01-03 00:00:00,0
Desain T-Shirt dan Brand Clothing dengan Gaya Streetwear Modern - Plus,gigs,Desain Grafis & Branding,Desain Baju,mi*****me,2023-09-28 09:47:00,2024-03-23 01:23:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pembuatan Landing Page di WordPress (3-8 Section),package,Web & Pemrograman,Pembuatan Landing Page,ri****02,2024-03-23 09:27:00,2024-03-23 09:35:00,,1900-01-03 00:00:00,0
Social Media Management,gigs,Pemasaran & Periklanan,Social Media Marketing,Fi*****71,2024-03-23 10:05:00,2024-03-23 10:09:00,,1900-01-03 00:00:00,0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,sa*****34,2024-03-23 09:24:00,2024-03-23 10:12:00,,1900-01-03 00:00:00,0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,us*******27,2024-03-23 10:08:00,2024-03-23 10:34:00,,1900-01-03 00:00:00,0
(Package - BASIC) Social Media Marketing - Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,pe******23,2024-03-23 11:49:00,2024-03-23 11:50:00,,1900-01-03 00:00:00,0
Test test,contest,Desain Grafis & Branding,Desain Logo & Stationery,si*by,2016-05-03 11:16:00,2024-03-23 15:50:00,,1900-01-03 00:00:00,0
Jasa Subscriber Youtube Real Permanen,gigs,Pemasaran & Periklanan,Subscribers YouTube,Vi*******nt,2024-03-24 00:12:00,2024-03-24 00:16:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Logo (3-9 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,fa**********mi,2024-03-21 14:30:00,2024-03-24 10:29:00,,1900-01-03 00:00:00,0
Review Ulasan Google Maps / Gmaps,gigs,Pemasaran & Periklanan,Review Google Maps,rg********43,2017-08-14 23:32:00,2024-03-24 12:31:00,,1900-01-03 00:00:00,0
Jasa Review Shopee / Penilaian Shopee,gigs,Pemasaran & Periklanan,Tambah Review,Bi*****ll,2024-03-24 14:18:00,2024-03-24 14:21:00,,1900-01-03 00:00:00,0
Pengetikan Dokumen & Transkrip Audio/Video (5-30 Halaman),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Re*******66,2024-03-23 22:47:00,2024-03-24 14:34:00,,1900-01-03 00:00:00,0
"Jasa Ketik Dokumen - Jasa Ketik Skripsi, Makalah, Tugas Kuliah, Tugas Sekolah, Modul, Buku Jurnal",gigs,Penulisan & Penerjemahan,Jasa Pengetikan,25****05,2024-03-24 16:40:00,2024-03-24 16:47:00,,1900-01-03 00:00:00,0
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,bc************ng,2024-03-24 20:24:00,2024-03-24 20:33:00,,1900-01-03 00:00:00,0
"Jasa Ketik Dokumen - Jasa Ketik Skripsi, Makalah, Tugas Kuliah, Tugas Sekolah, Modul, Buku Jurnal",gigs,Penulisan & Penerjemahan,Jasa Pengetikan,ta*********de,2024-03-24 21:46:00,2024-03-24 21:58:00,,1900-01-03 00:00:00,0
Jasa Review Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,Ki****98,2024-03-24 23:05:00,2024-03-24 23:08:00,,1900-01-03 00:00:00,0
Paket Desain Kemasan Profesional,gigs,Desain Grafis & Branding,Desain Kemasan,Am****el,2024-03-25 02:06:00,2024-03-25 02:10:00,,1900-01-03 00:00:00,0
Jasa Ketik,gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Ri**************ra,2024-03-25 02:58:00,2024-03-25 03:04:00,,1900-01-03 00:00:00,0
[TERMURAH] Edit Foto Secara Profesional! Hasil Maximal,gigs,Desain Grafis & Branding,Edit Gambar & Photoshop,fa**********mi,2024-03-21 14:30:00,2024-03-25 11:35:00,,1900-01-03 00:00:00,0
(Package - MIDDLE) Graphic Designer,package,Desain Grafis & Branding,Graphic Designer,pe********it,2015-07-19 11:28:00,2024-03-25 11:41:00,,1900-01-03 00:00:00,0
Jasa Pengetikan Ulang. Akurat & Cepat (Bahasa Indonesia & English),gigs,Penulisan & Penerjemahan,Jasa Pengetikan,26****23,2024-03-25 12:45:00,2024-03-25 12:47:00,,1900-01-03 00:00:00,0
1 Bulan Jadi - Penuliasan buku dan ebook (fiksi maupun nonfiksi),gigs,Penulisan & Penerjemahan,Buku & Penulisan E-Book,ad********ah,2018-09-06 11:30:00,2024-03-25 14:00:00,,1900-01-03 00:00:00,0
Konsultasi Program With VBA Macro Excel,gigs,Web & Pemrograman,Aplikasi Desktop,al********ra,2024-03-25 16:07:00,2024-03-25 16:15:00,,1900-01-03 00:00:00,0
Jasa Pengetikan Microsoft Word,gigs,Penulisan & Penerjemahan,Jasa Pengetikan,Gu*****ji,2024-03-23 13:33:00,2024-03-25 17:37:00,,1900-01-03 00:00:00,0
"(Package - BASIC) Penulisan Naskah Konten Iklan, Video, Film Pendek (500-1500 Kata)",package,Penulisan & Penerjemahan,Penulisan Naskah,lu*****12,2024-03-25 20:40:00,2024-03-25 20:42:00,,1900-01-03 00:00:00,0
Desain Logo (1-4 Pilihan Desain),gigs,Desain Grafis & Branding,Desain Logo,ma******an,2024-03-26 04:00:00,2024-03-26 04:19:00,,1900-01-03 00:00:00,0
Tambah Followers TikTok Aman & Murah,gigs,Pemasaran & Periklanan,Followers TikTok,Si*******85,2024-03-26 06:24:00,2024-03-26 06:29:00,,1900-01-03 00:00:00,0
Tambah Followers Tiktok Real dan Bergaransi,gigs,Pemasaran & Periklanan,Followers TikTok,An*****87,2024-03-26 08:47:00,2024-03-26 08:55:00,,1900-01-03 00:00:00,0
Desain Logo (1-4 Pilihan Desain) - Plus,gigs,Desain Grafis & Branding,Desain Logo,Ah*******li,2024-03-25 12:37:00,2024-03-26 08:59:00,,1900-01-03 00:00:00,0
